projectName,startDate,CID,PID,finishDate
USA Environmental Management,15/09/2014,108493140,45193776,11/12/2022
Automated License Systems,10/11/2002,833153694,882549102,07/01/2021
ORI Services,25/10/1983,845786349,217670056,09/10/2020
Columbia Bancorp,17/01/2005,907288638,250118176,01/09/2028
Component Graphics,29/12/1986,787056335,48034921,11/08/2024
Woronoco Bancorp,08/04/1999,108111506,921308180,18/07/2024
In Zone,30/11/2003,557538253,445327916,26/02/2020
Aristotle,22/05/1990,88182280,209840300,08/08/2022
Scooter Store,26/01/1993,610401187,654053935,15/05/2027
ORI Services,22/04/1998,944748953,685249997,07/05/2022
Bigdough.com,02/10/2004,707922046,354812055,16/08/2024
Ford Motor Co.,22/02/2006,418923621,336816563,01/08/2030
Process Plus,28/10/2000,478723256,837001235,30/04/2029
TALX,15/12/2014,389996334,930598985,26/06/2025
V-Span,22/01/2005,589903258,57486557,10/08/2029
MRE Consulting,03/08/2009,585800811,921509926,09/01/2026
GRT,05/10/2018,947759862,354039415,13/06/2024
Baesch Computer Consulting,31/01/2010,683600054,153566440,08/08/2021
TEOCO,16/05/1983,212271338,754994129,18/04/2030
Fiberlink Communications,03/07/1990,14371617,526778364,04/06/2027
Freedom Medical,15/03/1990,806635532,635971067,12/05/2021
Tilson Landscape,02/09/1991,970925946,596433543,06/07/2022
GRT,04/09/2019,739923096,182970857,12/05/2022
Electrical Solutions,17/12/2008,808881035,423589231,14/07/2024
Schering-Plough Corp.,18/09/2015,144269897,680830361,28/09/2028
Nestle,16/04/1989,566806332,562596861,11/08/2024
Montpelier Plastics,18/03/1998,244469675,54434864,27/03/2025
ELMCO,30/11/2015,291930817,983627788,03/08/2028
Capital Corp.,23/12/2005,935241850,343108728,30/11/2020
Reckitt Benckiser,29/12/2011,955701281,139236065,21/09/2021
Virtual Financial Services,23/02/2004,345362140,794630385,23/07/2026
Heartland Payment Systems,09/02/1992,703865255,10472670,07/08/2029
ConAgra,13/11/2007,70982060,528334384,08/05/2020
Hudson River Bancorp,29/07/2003,772904139,413067844,26/05/2028
"Sears, Roebuck & Co.",13/03/1997,338478271,480278089,17/04/2025
National Home Health Care,18/02/1982,755018919,922639593,25/06/2022
Prosperity Bancshares,27/10/2014,494869414,2250162,05/12/2023
Pioneer Mortgage,14/09/1988,286037130,723651940,02/05/2030
Contract Counsel,30/08/2009,73755340,950263155,17/05/2027
Bigdough.com,25/05/2019,66744333,24104139,23/04/2028
Conquest Systems,29/02/2000,945304080,917687562,25/02/2030
Nestle,01/11/1995,248036614,507194621,17/01/2023
Staff Force,04/10/2000,503979197,924809839,25/01/2028
Gentra Systems,17/09/1992,52007063,552319857,06/07/2022
Tilson HR,14/06/1985,947055535,93372384,08/12/2027
Softworld,06/06/2017,592828584,383003492,15/01/2022
Apex Systems,18/06/1991,266107125,620057885,18/08/2030
Merit Medical Systems,08/11/2011,252452624,861476632,07/10/2025
Aloha NY Systems,02/09/1995,584290226,425545202,30/06/2024
SCI,14/10/1980,963016825,744962435,22/09/2027
Sammy's Woodfired Pizza,15/08/1987,518991755,466911214,04/11/2023
Home Depot,18/08/2005,654472795,638819960,10/02/2029
Clorox Co.,28/07/1981,61233575,569218714,02/11/2023
OnStaff,26/02/2013,743667521,154029117,28/05/2025
Career Control Group,19/10/1991,958387316,341991831,22/06/2022
Procurement Centre,31/07/2009,346160966,713654887,01/03/2027
Bluff City Steel,21/02/2001,245564189,619330625,23/11/2025
Signal Perfection,28/05/1984,406639640,722325307,19/02/2020
Gold Crest Distributing,11/10/1996,898987010,88824729,08/07/2026
Bluff City Steel,09/05/1986,744713875,516172913,16/07/2025
All Star Consulting,15/12/2008,318554411,609816905,11/10/2024
TRX,18/11/1999,659183614,169441911,09/07/2022
Orange Glo International,27/12/1998,68775182,978960448,24/05/2024
Greene County Bancorp,03/08/1986,404217595,937292357,09/12/2025
Cherokee Information Services,07/05/2012,574562479,195345271,17/08/2021
AXSA Document Solutions,14/03/2001,404305239,491787717,08/02/2029
Printcafe Software,15/10/2004,13883179,235539500,05/04/2029
Traffic Management,25/06/1992,823178017,777241569,10/12/2024
Diamond Group,03/01/2000,382791324,583032112,23/02/2030
Alogent,15/02/1980,172356505,228244127,19/08/2028
Capital Corp.,13/05/1993,852999899,753745749,05/04/2021
Genghis Grill,21/03/2010,727802435,731058805,24/09/2025
Axis Consulting,26/02/1994,731382438,406332595,25/09/2025
Telepoint Communications,03/07/1997,279675905,244898288,28/04/2027
Greene County Bancorp,10/07/1982,204738820,531341764,15/03/2022
Doctor’s Associates,09/06/2017,179633703,496091558,17/07/2028
Service Link,29/08/2013,638588209,118175164,12/04/2021
Call Henry,17/07/1984,979357046,819062703,20/07/2025
Limited Brands,11/01/2001,333099176,331940980,12/05/2026
CIW Services,02/06/1997,650161334,730520405,04/07/2025
Bigdough.com,28/08/2000,145715127,132079365,05/11/2029
ComGlobal Systems,30/10/2016,868838113,574605340,28/05/2023
ProfitLine,30/10/1988,131133074,137315863,12/01/2020
Portosan,10/05/1984,959639808,361329555,07/07/2024
Anworth Mortgage,01/01/2016,822021129,413513629,25/01/2021
QSS Group,31/07/2008,510356459,658201173,12/11/2021
Aristotle,26/06/1986,148769128,248583165,08/02/2027
Midwest Media Group,29/03/1995,689463767,338572858,30/07/2028
ScripNet,27/03/2013,411821316,656589865,08/02/2027
Viacom,13/04/1988,696372640,339622358,09/11/2021
Signal Perfection,11/02/2009,488024204,900704525,13/07/2024
Accredited Home Lenders,21/03/1998,655037596,968512816,19/10/2020
Flow Management Technologies,29/08/2000,169712688,164579535,13/03/2026
Networking Technologies and Support,05/03/1984,226240227,20452586,26/11/2020
Omega Insurance Services,27/07/1981,157434217,673231166,09/11/2025
FNB,20/07/2008,844393067,683984396,27/09/2020
MedSource Consulting,06/02/1994,730568000,871518038,14/03/2020
Cendant Corp.,17/02/2019,166146973,208809025,24/11/2022
Advantage Credit International,28/01/2005,922522,497841537,25/05/2021
Trinity HomeCare,13/02/1983,883609665,314436052,01/01/2029
Vesta,06/08/1984,208791431,412877087,21/11/2025
Clorox Co.,01/01/1999,617726849,481730626,11/04/2022
Span-America Medical Systems,03/08/2005,791397918,186687278,29/05/2028
Blue Ocean Software,15/09/1991,119086794,978005846,22/01/2028
Gray Hawk Systems,30/04/1987,682459469,149499920,08/05/2022
TRX,30/07/2005,487374746,385708672,14/09/2026
Joseph Sheairs Associates,03/02/1989,221968438,415526445,22/11/2022
Strategic Products and Services,18/12/1996,25222474,386308595,11/10/2020
Trinity HomeCare,28/08/2004,893606036,38357241,21/03/2024
Morgan Stanley Dean Witter & Co.,23/08/1997,60864213,397050794,22/04/2023
Gateway,01/10/2007,690078713,789985419,01/06/2027
Authoria,12/08/1988,957387951,605479716,27/01/2026
Morgan Stanley Dean Witter & Co.,19/01/2008,246889196,908409434,01/05/2024
Abdon Callais Offshore,14/04/2006,199931355,738235732,21/06/2024
Saks Inc.,08/04/2010,33530414,622980064,13/03/2026
Great Lakes Technologies Group,24/05/1987,696017785,121958993,30/04/2025
TALX,07/12/1994,900932389,974261135,21/10/2021
L.E.M. Products,10/03/1993,505604905,827721213,26/08/2024
LogistiCare,27/10/1994,312683914,597076004,20/04/2020
Kitba Consulting Services,20/12/1996,313807741,157935024,13/07/2029
Active Services,04/12/2009,894301092,588736923,02/01/2028
Orange Glo International,28/04/2005,622197098,19891185,28/02/2020
American Express Co.,12/11/1981,37761452,881166958,25/03/2027
VoiceLog,19/05/2016,183513092,482018682,26/09/2025
Cynergy Data,31/10/2019,442380089,598480744,06/11/2020
Horizon Consulting,29/04/2011,455222301,493566808,28/01/2021
Nexxtworks,27/10/2018,780436541,787119107,06/06/2023
GTS Refreshment Services,14/12/1984,288333944,942181727,05/10/2030
Network Display,24/05/2017,830270560,815948994,04/10/2030
Flow Management Technologies,22/07/2017,957670790,356922997,29/06/2021
General Mills,22/07/1985,110249585,494139655,25/01/2025
Analytical Management Services,23/06/2003,795922348,998046066,29/11/2023
IntegraMed America,18/10/2000,110034508,902894098,30/09/2021
SYS-CON Media,18/02/2019,414475852,492366061,11/08/2022
SM Consulting,01/10/1984,273828901,788655883,17/06/2021
Walt Disney Co.,13/03/2019,872455556,792439252,16/11/2025
Astute,26/01/1994,361271235,553360655,21/11/2025
Capella Education,27/12/1999,563881849,750346823,21/06/2023
Laboratory Management Systems,05/03/1993,929290860,550015985,02/12/2030
Pfizer,10/04/1997,223423473,212782511,20/08/2020
Tilia,10/10/1991,715152789,276690107,14/05/2020
Black Mountain Management,12/02/2006,961797342,305648315,28/01/2028
L.E.M. Products,16/02/1990,369780304,367883399,25/04/2027
Northwoods Software Development,16/08/2008,158717692,434777742,11/12/2027
Unica,28/02/1989,245575259,59234022,23/02/2026
Analytics Operations Engineering,26/05/1996,470933311,62030741,09/11/2029
MHF Logistical Solutions,09/01/2002,55833196,233649298,25/11/2020
American Service Systems,15/07/2000,289026815,821807148,18/09/2030
Learning Voyage,25/12/1997,239681633,831948598,28/09/2024
Heritage Microfilm,20/09/2015,874421898,276062518,26/12/2030
Dankoff Solar Products,14/05/1989,114216750,25348874,16/07/2021
Shuffle Master,28/08/1987,888938279,349750115,11/03/2026
J.C. Malone Associates,01/05/1990,546102891,703878263,21/03/2028
Prosperity Bancshares,05/09/2007,732107927,8424982,16/09/2022
Allegiant Bancorp,23/11/2016,861522212,435334000,08/03/2024
Primus Software,31/08/1990,165793810,660968139,07/08/2027
Neogen,05/08/2008,490084789,360859858,03/08/2023
Kingland Companies,08/11/1994,230869550,827388032,03/06/2020
Prosum,28/12/2009,375145585,530019099,13/07/2028
Sara Lee Corp.,11/08/2002,825883573,666405864,13/05/2030
Gorman Richardson Architects,23/04/2005,168233221,59345989,10/06/2030
Escalade,29/02/2008,555792725,102665091,18/09/2030
Berkshire Hathaway,08/04/1992,849559838,279634112,11/01/2025
Neogen,22/11/2013,278671686,258362540,20/07/2029
American Megacom,02/12/1994,278758535,174433267,28/02/2024
Outsource Group,11/07/2011,465705759,948345505,15/08/2025
Teamstudio,31/03/2003,44838195,380786236,23/09/2029
Printcafe Software,09/08/2017,422948587,649465961,10/08/2027
KSJ & Associates,21/06/1984,295038978,991091962,27/01/2030
Unilever,15/06/2007,729002231,296924392,31/08/2022
Diamond Group,22/03/2013,199412118,575697757,09/10/2026
United Asset Coverage,03/04/2010,497309773,3771799,27/12/2030
Visionary Systems,10/08/2002,71891567,925260852,11/05/2023
PepsiCo,17/09/1983,328972699,292171225,20/10/2020
Span-America Medical Systems,02/11/2007,341489448,655052246,03/06/2030
Yum Brands,20/01/2003,632095888,605489592,01/06/2021
Computer Engineering Organization,28/08/2011,845339667,754079618,18/07/2029
TimeVision,31/03/2008,9777577,394180298,11/04/2028
InfoPros,06/02/2005,307881813,76746110,16/12/2023
Dell Computer Corp.,02/08/1983,233388947,158335899,20/09/2025
TALX,03/12/1995,513279624,301485268,22/04/2027
Virtual Meeting Strategies,31/07/1984,360453147,70015677,24/09/2024
First Place Financial,11/12/2006,72528213,194729478,10/03/2022
MedAmicus,23/02/1984,695509213,325870992,31/01/2027
"Mathis, Earnest & Vandeventer",10/02/1982,377820979,655104372,05/03/2024
Linksys,30/09/1984,821243271,941493947,08/08/2023
Nike,12/04/2013,20347325,363033138,30/10/2030
FlavorX,25/09/2001,201997156,220010439,01/10/2030
Career Control Group,21/05/1981,373534455,104586217,18/06/2028
Dankoff Solar Products,19/07/2009,15560739,614627254,06/11/2023
Office Depot,16/04/2015,320045910,300648267,13/01/2023
Unger Technologies,30/07/1988,102788984,197822048,07/04/2024
Timberlane Woodcrafters,01/12/2013,394413966,449664363,02/02/2030
Gorman Richardson Architects,19/03/2012,906968051,498092591,09/11/2023
U.S. Energy Services,02/08/1992,449763875,158077131,08/05/2028
V-Span,29/06/1984,155501110,137840015,23/07/2025
GlaxoSmithKline,11/08/1981,71042898,250695221,17/12/2030
ACS International Resources,17/06/2019,648650379,559771817,20/03/2025
MoneyLine Lending Services,14/10/2015,552812052,711512866,14/07/2028
Catamount Constructors,22/11/1986,120836106,288435199,06/10/2024
HealthCare Financial Group,27/07/1991,948807278,156553257,12/01/2023
Black Mountain Management,27/07/2019,720845592,625777665,17/12/2028
Key Information Systems,21/12/2006,936314380,559653624,20/07/2025
Pulaski Financial,01/09/2015,526863932,89806526,12/08/2028
Max & Erma's Restaurants,12/06/2018,746465408,492944301,01/06/2024
Elite Medical,08/04/1988,821907199,880745981,30/12/2025
MasterCard International,17/02/1997,18525420,61741072,16/08/2021
CapTech Ventures,26/08/2007,173659700,326274254,16/05/2027
Bradley Pharmaceuticals,13/12/1993,740162510,329654864,19/02/2022
Denali Ventures,27/01/2008,40466363,39287351,08/02/2025
AT&T Wireless,28/12/2014,193585739,864391006,03/04/2027
Marriott International,01/09/1995,369251375,515127176,30/01/2020
Tigris Consulting,20/03/2003,105257683,50969878,22/03/2029
ATA Services,11/03/1983,943746114,212389989,14/05/2027
Network Display,23/10/2002,312257762,346926759,18/12/2021
U.S. Energy Services,13/09/2015,536350303,920920239,21/12/2021
RS Information Systems,03/10/2012,914475957,197200688,11/01/2024
Manhattan Associates,30/10/1988,421747626,283934867,04/04/2028
Diageo,08/06/2013,977336621,445900570,25/01/2021
Fetch Logistics,26/06/2002,700643713,182896981,17/11/2028
Pioneer Mortgage,22/10/2010,609532864,427596777,07/10/2021
Max & Erma's Restaurants,03/10/2009,599363392,925164686,01/06/2021
MHF Logistical Solutions,08/02/2015,841187221,561590889,08/01/2024
Mars Inc.,13/07/2014,914375206,630916583,10/07/2022
EFC Bancorp,22/07/2006,529508309,548683004,27/10/2026
V-Span,22/12/2005,353234082,412335078,19/05/2026
Dancor,11/12/1986,874416268,918419241,25/03/2028
Gateway,25/11/1992,470379366,486632866,28/10/2028
Service Source,29/03/1982,102484341,270946352,22/09/2022
Trinity HomeCare,26/01/1987,691911931,10538075,22/05/2025
ScriptSave,22/12/1991,854953828,373177719,21/09/2030
School Technology Management,18/12/1984,845949048,834388617,26/08/2024
Terra Firma,28/02/2013,230126637,827179762,28/04/2030
New Media Communications,17/01/1986,436443813,776699413,15/08/2026
Max & Erma's Restaurants,25/07/2012,585645577,430009020,22/06/2026
Alliance of Professionals & Consultants,11/03/2004,918979122,818147770,10/08/2020
SPS Commerce,10/03/2000,643174106,543259592,23/10/2025
WRG Services,25/07/1992,903832010,687342172,26/01/2029
Dankoff Solar Products,19/12/2011,105614365,826213290,11/05/2028
Solipsys,28/11/1986,286840657,59537742,09/06/2028
Laboratory Management Systems,01/05/2009,491709290,749089211,20/11/2024
Gold Crest Distributing,15/04/2002,850059547,543248891,31/10/2024
Montpelier Plastics,27/06/1989,112024190,538744716,27/07/2026
ComGlobal Systems,30/03/1998,710262705,923247697,13/03/2029
IPS Advisory,04/02/1987,454278986,883693725,01/02/2028
Mattel,04/08/2005,251369869,883968308,16/05/2020
DrinkMore Water,10/03/1998,227311430,742424415,08/09/2024
Heartland Payment Systems,01/03/1993,3743533,73736573,15/09/2022
Yum Brands,23/12/1986,335357605,676016828,17/06/2027
Manhattan Associates,01/10/1990,739716611,717314615,22/01/2026
Associated Business Systems,30/08/2015,684292288,54731802,29/08/2024
Pioneer Data Systems,28/02/2015,990731145,791705751,04/07/2025
National Heritage Academies,06/07/1987,21099486,329978889,11/01/2023
Accredited Home Lenders,01/01/1980,115700503,204682219,08/12/2020
Novartis,07/10/1986,645594623,426190870,08/09/2024
Imports By Four Hands,16/02/1992,787173646,767311537,28/05/2025
Inspiration Software,22/02/1988,549903208,900393622,12/11/2028
GCI,18/06/2001,904053727,544134503,03/09/2028
Market-Based Solutions,26/08/2008,705538207,195358384,13/11/2022
Mitsubishi Motors Corp.,23/05/1982,901170907,315910791,03/01/2021
Walt Disney Co.,09/01/1987,877118621,182751012,24/07/2023
St. Mary Land & Exploration,10/07/2002,645751535,659117993,18/10/2029
ProClarity,07/04/2007,510739726,752471075,02/05/2020
Horizon Consulting,26/09/1991,839856417,23337787,02/09/2026
Office Depot,08/03/1993,314508616,839659253,14/08/2022
Legacy Financial Group,26/09/2002,546072608,106485002,09/06/2021
HealthCare Financial Group,10/04/1984,241034282,877392514,01/04/2029
Marathon Heater,28/01/1993,538944778,721494711,29/01/2022
Cody-Kramer Imports,22/11/1998,756399916,609430624,05/07/2021
Great Lakes Media Technology,19/09/1980,809722454,313033423,16/08/2027
Nexxtworks,30/05/2015,579249951,934236407,22/04/2021
Socket Internet,13/12/2002,273068828,358678055,27/08/2026
Cambridge Home Health Care,17/02/1988,961040977,761055932,08/11/2026
PrivateBancorp,20/02/1995,367924591,818517174,03/04/2021
Democracy Data & Communications,04/05/1985,975097493,622077039,10/09/2026
Viacom,10/09/1999,578435695,428746131,15/04/2023
Intel Corp.,15/10/2017,572216214,655168561,13/12/2021
Urstadt Biddle Properties,27/10/1991,692302160,693650302,07/01/2021
Interface Software,02/11/1996,533761577,962378044,13/01/2029
Atlantic Credit & Finance,10/10/2010,40062399,792467598,28/02/2028
Prosum,28/12/1984,15754687,833771732,27/08/2029
Invision.com,10/05/2009,596380993,186121914,14/08/2030
Max & Erma's Restaurants,09/03/1989,614395978,925611645,07/06/2021
Navarro Research and Engineering,11/07/1991,644852080,317808217,24/03/2024
Oakleaf Waste Management,05/07/1988,989636674,851792502,02/11/2027
