projectName,startDate,CID,PID
truth,09/05/1982,922388519,28581218
leader,10/05/1982,261771346,473144761
event,11/05/1982,721475304,599978463
growth,12/05/1982,669424353,617572005
location,13/05/1982,108634512,441364046
driver,14/05/1982,733874802,141139582
bedroom,15/05/1982,367589971,946844082
hall,16/05/1982,657022520,739687199
reality,17/05/1982,521082400,434340935
attitude,18/05/1982,470579967,71060662
affair,19/05/1982,803212276,39524532
pie,20/05/1982,83019693,156448491
solution,21/05/1982,398973892,267858447
database,22/05/1982,268529900,949437311
message,23/05/1982,100158818,552197755
menu,24/05/1982,821692,531921667
airport,25/05/1982,360117917,707235261
throat,26/05/1982,595206199,429319615
fishing,27/05/1982,52133025,347040598
passenger,28/05/1982,704395850,147773562
guest,29/05/1982,83485251,319725636
promotion,30/05/1982,375775730,667169817
idea,31/05/1982,376959345,159495687
owner,01/06/1982,417006924,620431992
recipe,02/06/1982,482642071,617847322
economics,03/06/1982,176272329,928297344
guest,04/06/1982,805621422,160287573
courage,05/06/1982,915270313,604870994
driver,06/06/1982,841549068,161739126
device,07/06/1982,747973374,825211687
aspect,08/06/1982,586347978,166523712
inspector,09/06/1982,667817903,641842019
trainer,10/06/1982,475079556,264421084
strategy,11/06/1982,2958778,790129847
agency,12/06/1982,444602742,970086073
dealer,13/06/1982,251777025,926626210
love,14/06/1982,82367719,223000549
length,15/06/1982,791874258,42927549
article,16/06/1982,840182659,903802088
writer,17/06/1982,23364993,238233200
apple,18/06/1982,902289636,535791234
employer,19/06/1982,251486233,610524099
emphasis,20/06/1982,784156017,501738622
storage,21/06/1982,140691717,855699881
message,22/06/1982,370440483,400675867
reception,23/06/1982,46990634,514326981
chemistry,24/06/1982,16774262,690450875
fortune,25/06/1982,324249056,469661586
tongue,26/06/1982,963551477,580220484
arrival,27/06/1982,676978173,10529464
historian,28/06/1982,215430511,461016822
queen,29/06/1982,718141373,970715433
editor,30/06/1982,901649005,266166735
church,01/07/1982,735704411,773032894
height,02/07/1982,592522623,416957423
passenger,03/07/1982,2230684,899920600
night,04/07/1982,708142454,931532144
way,05/07/1982,515509270,296274467
basis,06/07/1982,551147260,674620942
system,07/07/1982,96515205,38772118
inflation,08/07/1982,971527654,835385284
road,09/07/1982,20251323,574581756
marketing,10/07/1982,284545031,926111345
chocolate,11/07/1982,206701288,357856850
photo,12/07/1982,344594417,126767885
artisan,13/07/1982,623523821,876150204
lab,14/07/1982,179034020,561095849
clothes,15/07/1982,118166746,930939321
ambition,16/07/1982,263870401,893187441
wood,17/07/1982,307652215,897669306
thought,18/07/1982,397884849,844253665
bonus,19/07/1982,927627731,904928304
awareness,20/07/1982,713402654,889562430
signature,21/07/1982,129198085,273672645
menu,22/07/1982,998586926,470063172
classroom,23/07/1982,238361635,285906670
family,24/07/1982,331196517,148745943
reception,25/07/1982,823113981,958716337
judgment,26/07/1982,503267361,569510774
town,27/07/1982,318616057,512283019
child,28/07/1982,145155939,619560823
session,29/07/1982,716959073,940219050
steak,30/07/1982,595337786,828585858
shirt,31/07/1982,906327556,597755561
video,01/08/1982,879250622,404495402
extent,02/08/1982,328745009,280496609
recipe,03/08/1982,942760514,973629004
dinner,04/08/1982,68829037,140053281
tea,05/08/1982,790491367,951363325
contract,06/08/1982,917489689,801463340
student,07/08/1982,329358209,813592196
heart,08/08/1982,1484838,809556219
potato,09/08/1982,831136869,107854010
topic,10/08/1982,414887697,774168067
math,11/08/1982,135092364,385654564
poetry,12/08/1982,199291546,444828814
studio,13/08/1982,665851092,484485708
internet,14/08/1982,534366762,401628115
guitar,15/08/1982,328387155,462982085
dealer,16/08/1982,889617250,995075909
storage,17/08/1982,922388519,736132783
media,18/08/1982,261771346,553861506
language,19/08/1982,721475304,481541368
ad,20/08/1982,669424353,546547908
mixture,21/08/1982,108634512,414399850
reading,22/08/1982,733874802,586361107
engine,23/08/1982,367589971,40264808
newspaper,24/08/1982,657022520,914855872
bread,25/08/1982,521082400,61438490
breath,26/08/1982,470579967,898930651
dirt,27/08/1982,803212276,533961111
flight,28/08/1982,83019693,922132319
lake,29/08/1982,398973892,356413300
virus,30/08/1982,268529900,829747796
passenger,31/08/1982,100158818,258052861
speech,01/09/1982,821692,120717963
person,02/09/1982,360117917,31006018
sir,03/09/1982,595206199,385727697
artisan,04/09/1982,52133025,92750177
historian,05/09/1982,704395850,778067023
cheek,06/09/1982,83485251,202816901
basket,07/09/1982,375775730,753479127
user,08/09/1982,376959345,520171223
manager,09/09/1982,417006924,141760065
movie,10/09/1982,482642071,258145313
tea,11/09/1982,176272329,165387240
blood,12/09/1982,805621422,503574438
variation,13/09/1982,915270313,967854399
priority,14/09/1982,841549068,805822470
poem,15/09/1982,747973374,91152268
chocolate,16/09/1982,586347978,190082463
republic,17/09/1982,667817903,684685782
election,18/09/1982,475079556,309696531
emphasis,19/09/1982,2958778,822403510
writer,20/09/1982,444602742,518353515
fishing,21/09/1982,251777025,981322226
grocery,22/09/1982,82367719,754845580
employer,23/09/1982,791874258,401879916
driver,24/09/1982,840182659,210666435
guidance,25/09/1982,23364993,260232568
finding,26/09/1982,902289636,56720153
lake,27/09/1982,251486233,323876578
mall,28/09/1982,784156017,706519425
dinner,29/09/1982,140691717,486234587
ability,30/09/1982,370440483,593868090
art,01/10/1982,46990634,604873601
ad,02/10/1982,16774262,982526260
depth,03/10/1982,324249056,496608940
strategy,04/10/1982,963551477,649202022
accident,05/10/1982,676978173,312684817
society,06/10/1982,215430511,892867319
people,07/10/1982,718141373,273847007
tooth,08/10/1982,901649005,21876673
basis,09/10/1982,735704411,336488019
pizza,10/10/1982,592522623,514809711
person,11/10/1982,2230684,169759025
statement,12/10/1982,708142454,223084073
chemistry,13/10/1982,515509270,221486662
child,14/10/1982,551147260,204896921
death,15/10/1982,96515205,338849389
history,16/10/1982,971527654,87388060
airport,17/10/1982,20251323,285651979
homework,18/10/1982,284545031,190982164
soup,19/10/1982,206701288,430490738
language,20/10/1982,344594417,683283364
country,21/10/1982,623523821,865797174
client,22/10/1982,179034020,949798410
internet,23/10/1982,118166746,841068420
volume,24/10/1982,263870401,639188918
user,25/10/1982,307652215,877613731
attention,26/10/1982,397884849,889520588
procedure,27/10/1982,927627731,334690808
funeral,28/10/1982,713402654,810284568
injury,29/10/1982,129198085,834425304
judgment,30/10/1982,998586926,204231096
oven,31/10/1982,238361635,498096511
story,01/11/1982,331196517,966086362
republic,02/11/1982,823113981,437486012
emotion,03/11/1982,503267361,740784686
theory,04/11/1982,318616057,110418909
area,05/11/1982,145155939,974028252
drama,06/11/1982,716959073,882618639
scene,07/11/1982,595337786,856695935
cigarette,08/11/1982,906327556,393728712
device,09/11/1982,879250622,658128282
activity,10/11/1982,328745009,393099123
freedom,11/11/1982,942760514,257706798
hospital,12/11/1982,68829037,13076904
presence,13/11/1982,790491367,858585350
orange,14/11/1982,917489689,904092430
anxiety,15/11/1982,329358209,590497561
lake,16/11/1982,1484838,673135809
alcohol,17/11/1982,831136869,186554399
church,18/11/1982,414887697,498138056
hair,19/11/1982,135092364,678319177
fact,20/11/1982,199291546,145038995
newspaper,21/11/1982,665851092,313057004
actor,22/11/1982,534366762,425229565
attention,23/11/1982,328387155,169601821
goal,24/11/1982,889617250,371754025
truth,25/11/1982,922388519,378245512
leader,26/11/1982,261771346,279060927
event,27/11/1982,721475304,905755582
growth,28/11/1982,669424353,13428581
location,29/11/1982,108634512,949720105
driver,30/11/1982,733874802,163996744
bedroom,01/12/1982,367589971,212033713
hall,02/12/1982,657022520,286238359
reality,03/12/1982,521082400,238839810
attitude,04/12/1982,470579967,683043349
affair,05/12/1982,803212276,16742435
pie,06/12/1982,83019693,72199468
solution,07/12/1982,398973892,705989625
database,08/12/1982,268529900,49041620
message,09/12/1982,100158818,930760084
menu,10/12/1982,821692,503165977
airport,11/12/1982,360117917,315520807
throat,12/12/1982,595206199,248845829
fishing,13/12/1982,52133025,572078623
passenger,14/12/1982,704395850,818803830
guest,15/12/1982,83485251,991363019
promotion,16/12/1982,375775730,699479843
idea,17/12/1982,376959345,127865408
owner,18/12/1982,417006924,814136541
recipe,19/12/1982,482642071,93736306
economics,20/12/1982,176272329,658109717
guest,21/12/1982,805621422,170667863
courage,22/12/1982,915270313,925982983
driver,23/12/1982,841549068,227962862
device,24/12/1982,747973374,201325411
aspect,25/12/1982,586347978,963819788
inspector,26/12/1982,667817903,43530143
trainer,27/12/1982,475079556,477897688
strategy,28/12/1982,2958778,178429090
agency,29/12/1982,444602742,194383258
dealer,30/12/1982,251777025,482426140
love,31/12/1982,82367719,354254132
length,01/01/1983,791874258,65575149
article,02/01/1983,840182659,489597865
writer,03/01/1983,23364993,674350811
apple,04/01/1983,902289636,548993345
employer,05/01/1983,251486233,393986321
emphasis,06/01/1983,784156017,769498779
storage,07/01/1983,140691717,318104634
message,08/01/1983,370440483,631305794
reception,09/01/1983,46990634,147050304
chemistry,10/01/1983,16774262,593492953
fortune,11/01/1983,324249056,953008406
tongue,12/01/1983,963551477,975039607
arrival,13/01/1983,676978173,671426160
historian,14/01/1983,215430511,570387312
queen,15/01/1983,718141373,66605480
editor,16/01/1983,901649005,271186481
church,17/01/1983,735704411,132075980
height,18/01/1983,592522623,495548736
passenger,19/01/1983,2230684,537878208
night,20/01/1983,708142454,256723614
way,21/01/1983,515509270,561863374
basis,22/01/1983,551147260,349934476
system,23/01/1983,96515205,129816076
inflation,24/01/1983,971527654,729852250
road,25/01/1983,20251323,338495676
marketing,26/01/1983,284545031,898723931
chocolate,27/01/1983,206701288,172019902
photo,28/01/1983,344594417,296074793
artisan,29/01/1983,623523821,697119779
lab,30/01/1983,179034020,460740204
clothes,31/01/1983,118166746,294661171
ambition,01/02/1983,263870401,133269079
wood,02/02/1983,307652215,29586032
thought,03/02/1983,397884849,14580780
bonus,04/02/1983,927627731,992106640
awareness,05/02/1983,713402654,408090995
signature,06/02/1983,129198085,548897616
menu,07/02/1983,998586926,207654009
classroom,08/02/1983,238361635,71065073
family,09/02/1983,331196517,361388680
reception,10/02/1983,823113981,180799302
judgment,11/02/1983,503267361,55453192
town,12/02/1983,318616057,47136571
child,13/02/1983,145155939,41635090
session,14/02/1983,716959073,290695733
steak,15/02/1983,595337786,275956744
shirt,16/02/1983,906327556,43019495
video,17/02/1983,879250622,788655370
extent,18/02/1983,328745009,322743857
recipe,19/02/1983,942760514,527788101
dinner,20/02/1983,68829037,783405412
tea,21/02/1983,790491367,785209278
contract,22/02/1983,917489689,652359733
student,23/02/1983,329358209,993285511
heart,24/02/1983,1484838,702361897
potato,25/02/1983,831136869,546147293
topic,26/02/1983,414887697,372690844
math,27/02/1983,135092364,640503746
poetry,28/02/1983,199291546,106007566
studio,01/03/1983,665851092,224275187
internet,02/03/1983,534366762,198067319
guitar,03/03/1983,328387155,387221007
dealer,04/03/1983,889617250,781289126
storage,05/03/1983,922388519,813683543
media,06/03/1983,261771346,105876314
language,07/03/1983,721475304,853981619
ad,08/03/1983,669424353,407382097
mixture,09/03/1983,108634512,165090721
reading,10/03/1983,733874802,396564939
engine,11/03/1983,367589971,218172240
newspaper,12/03/1983,657022520,992137528
bread,13/03/1983,521082400,505739180
breath,14/03/1983,470579967,416633943
dirt,15/03/1983,803212276,491207247
flight,16/03/1983,83019693,382286499
lake,17/03/1983,398973892,669609640
virus,18/03/1983,268529900,640391796
passenger,19/03/1983,100158818,940177796
speech,20/03/1983,821692,93979486
person,21/03/1983,360117917,274962674
sir,22/03/1983,595206199,260602745
artisan,23/03/1983,52133025,112113884
historian,24/03/1983,704395850,263350605
cheek,25/03/1983,83485251,104649409
basket,26/03/1983,375775730,794998654
user,27/03/1983,376959345,345260374
manager,28/03/1983,417006924,571189723
movie,29/03/1983,482642071,407052212
tea,30/03/1983,176272329,97073201
blood,31/03/1983,805621422,141046807
variation,01/04/1983,915270313,640387947
priority,02/04/1983,841549068,903082539
poem,03/04/1983,747973374,651461722
chocolate,04/04/1983,586347978,396935583
republic,05/04/1983,667817903,277751863
election,06/04/1983,475079556,607331861
emphasis,07/04/1983,2958778,314492484
writer,08/04/1983,444602742,841482385
fishing,09/04/1983,251777025,958731940
grocery,10/04/1983,82367719,990500329
employer,11/04/1983,791874258,685481508
driver,12/04/1983,840182659,342528069
guidance,13/04/1983,23364993,879099214
finding,14/04/1983,902289636,987223056
lake,15/04/1983,251486233,143733175
mall,16/04/1983,784156017,977872449
dinner,17/04/1983,140691717,189741494
ability,18/04/1983,370440483,778271939
art,19/04/1983,46990634,446536018
ad,20/04/1983,16774262,237367748
depth,21/04/1983,324249056,508129573
strategy,22/04/1983,963551477,156641082
accident,23/04/1983,676978173,842500733
society,24/04/1983,215430511,221455707
people,25/04/1983,718141373,907030721
tooth,26/04/1983,901649005,95216105
basis,27/04/1983,735704411,475883906
pizza,28/04/1983,592522623,88071157
person,29/04/1983,2230684,419209726
statement,30/04/1983,708142454,175294539
chemistry,01/05/1983,515509270,622418917
child,02/05/1983,551147260,271888046
death,03/05/1983,96515205,333689144
history,04/05/1983,971527654,285135338
airport,05/05/1983,20251323,656154403
homework,06/05/1983,284545031,559281704
soup,07/05/1983,206701288,788794542
language,08/05/1983,344594417,625745762
country,09/05/1983,623523821,965710864
client,10/05/1983,179034020,524289258
internet,11/05/1983,118166746,932513271
volume,12/05/1983,263870401,424827687
user,13/05/1983,307652215,135985460
attention,14/05/1983,397884849,126637057
procedure,15/05/1983,927627731,965665200
funeral,16/05/1983,713402654,718576182
injury,17/05/1983,129198085,396132784
judgment,18/05/1983,998586926,497787532
oven,19/05/1983,238361635,527569218
story,20/05/1983,331196517,717784810
republic,21/05/1983,823113981,974137277
emotion,22/05/1983,503267361,433796059
theory,23/05/1983,318616057,962329255
area,24/05/1983,145155939,237984482
drama,25/05/1983,716959073,639721538
